,IIV HD,IIV ID,IIV IM,LAIV,age_group,base_overall_coverage,choice,exp_id,multiplier,overall_coverage
255,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,36,0.0325,0.65
256,0.0,0.0,0.45885701377908283,0.5411429862209172,"[9,18)",0.529,LAIV,36,0.0325,0.5533750000000001
257,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,36,0.0325,0.704
258,0.0,0.11867791842475406,0.8813220815752459,0.0,"[18,50)",0.323,IIV ID,36,0.0325,0.35550000000000004
259,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,37,0.0325,0.681
260,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,37,0.0325,0.453
261,0.0,0.0,0.46155665024630543,0.5384433497536946,"[5,9)",0.61,LAIV,37,0.0325,0.634375
262,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,37,0.0325,0.65
263,0.0,0.0,0.45885701377908283,0.5411429862209172,"[9,18)",0.529,LAIV,37,0.0325,0.5533750000000001
264,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,37,0.0325,0.704
265,0.0,0.0,0.8813220815752459,0.11867791842475406,"[18,50)",0.323,LAIV,37,0.0325,0.35550000000000004
266,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,38,0.0325,0.681
267,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,38,0.0325,0.453
268,0.0,0.0,0.46155665024630543,0.5384433497536946,"[5,9)",0.61,LAIV,38,0.0325,0.634375
269,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,38,0.0325,0.65
270,0.0,0.0,0.45885701377908283,0.5411429862209172,"[9,18)",0.529,LAIV,38,0.0325,0.5533750000000001
271,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,38,0.0325,0.704
272,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,38,0.0325,0.323
273,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,39,0.0325,0.681
274,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,39,0.0325,0.453
275,0.0,0.0,0.46155665024630543,0.5384433497536946,"[5,9)",0.61,LAIV,39,0.0325,0.634375
276,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,39,0.0325,0.65
277,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,39,0.0325,0.529
278,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,39,0.0325,0.704
279,0.0,0.11867791842475406,0.8813220815752459,0.0,"[18,50)",0.323,IIV ID,39,0.0325,0.35550000000000004
280,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,40,0.0325,0.681
281,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,40,0.0325,0.453
282,0.0,0.0,0.46155665024630543,0.5384433497536946,"[5,9)",0.61,LAIV,40,0.0325,0.634375
283,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,40,0.0325,0.65
284,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,40,0.0325,0.529
285,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,40,0.0325,0.704
286,0.0,0.0,0.8813220815752459,0.11867791842475406,"[18,50)",0.323,LAIV,40,0.0325,0.35550000000000004
287,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,41,0.0325,0.681
288,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,41,0.0325,0.453
289,0.0,0.0,0.46155665024630543,0.5384433497536946,"[5,9)",0.61,LAIV,41,0.0325,0.634375
290,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,41,0.0325,0.65
291,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,41,0.0325,0.529
292,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,41,0.0325,0.704
293,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,41,0.0325,0.323
294,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,42,0.0325,0.681
295,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,42,0.0325,0.453
296,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,42,0.0325,0.61
297,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,42,0.0325,0.65
298,0.0,0.0,0.45885701377908283,0.5411429862209172,"[9,18)",0.529,LAIV,42,0.0325,0.5533750000000001
299,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,42,0.0325,0.704
300,0.0,0.11867791842475406,0.8813220815752459,0.0,"[18,50)",0.323,IIV ID,42,0.0325,0.35550000000000004
301,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,43,0.0325,0.681
302,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,43,0.0325,0.453
303,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,43,0.0325,0.61
304,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,43,0.0325,0.65
305,0.0,0.0,0.45885701377908283,0.5411429862209172,"[9,18)",0.529,LAIV,43,0.0325,0.5533750000000001
306,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,43,0.0325,0.704
307,0.0,0.0,0.8813220815752459,0.11867791842475406,"[18,50)",0.323,LAIV,43,0.0325,0.35550000000000004
308,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,44,0.0325,0.681
309,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,44,0.0325,0.453
310,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,44,0.0325,0.61
311,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,44,0.0325,0.65
312,0.0,0.0,0.45885701377908283,0.5411429862209172,"[9,18)",0.529,LAIV,44,0.0325,0.5533750000000001
313,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,44,0.0325,0.704
314,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,44,0.0325,0.323
315,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,45,0.0325,0.681
316,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,45,0.0325,0.453
317,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,45,0.0325,0.61
318,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,45,0.0325,0.65
319,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,45,0.0325,0.529
320,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,45,0.0325,0.704
321,0.0,0.11867791842475406,0.8813220815752459,0.0,"[18,50)",0.323,IIV ID,45,0.0325,0.35550000000000004
322,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,46,0.0325,0.681
323,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,46,0.0325,0.453
324,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,46,0.0325,0.61
325,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,46,0.0325,0.65
326,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,46,0.0325,0.529
327,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,46,0.0325,0.704
328,0.0,0.0,0.8813220815752459,0.11867791842475406,"[18,50)",0.323,LAIV,46,0.0325,0.35550000000000004
329,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,47,0.0325,0.681
330,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,47,0.0325,0.453
331,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,47,0.0325,0.61
332,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,47,0.0325,0.65
333,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,47,0.0325,0.529
334,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,47,0.0325,0.704
335,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,47,0.0325,0.323
336,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,48,0.065,0.72975
337,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,48,0.065,0.49362500000000004
338,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,48,0.065,0.65875
339,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,48,0.065,0.65
340,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,48,0.065,0.57775
341,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,48,0.065,0.704
342,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,48,0.065,0.388
343,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,49,0.065,0.72975
344,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,49,0.065,0.49362500000000004
345,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,49,0.065,0.65875
346,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,49,0.065,0.65
347,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,49,0.065,0.57775
348,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,49,0.065,0.704
349,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,49,0.065,0.388
350,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,50,0.065,0.72975
351,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,50,0.065,0.49362500000000004
352,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,50,0.065,0.65875
353,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,50,0.065,0.65
354,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,50,0.065,0.57775
355,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,50,0.065,0.704
356,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,50,0.065,0.323
357,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,51,0.065,0.72975
358,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,51,0.065,0.49362500000000004
359,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,51,0.065,0.65875
360,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,51,0.065,0.65
361,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,51,0.065,0.529
362,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,51,0.065,0.704
363,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,51,0.065,0.388
364,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,52,0.065,0.72975
365,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,52,0.065,0.49362500000000004
366,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,52,0.065,0.65875
367,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,52,0.065,0.65
368,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,52,0.065,0.529
369,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,52,0.065,0.704
370,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,52,0.065,0.388
371,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,53,0.065,0.72975
372,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,53,0.065,0.49362500000000004
373,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,53,0.065,0.65875
374,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,53,0.065,0.65
375,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,53,0.065,0.529
376,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,53,0.065,0.704
377,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,53,0.065,0.323
378,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,54,0.065,0.72975
379,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,54,0.065,0.49362500000000004
380,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,54,0.065,0.61
381,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,54,0.065,0.65
382,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,54,0.065,0.57775
383,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,54,0.065,0.704
384,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,54,0.065,0.388
385,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,55,0.065,0.72975
386,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,55,0.065,0.49362500000000004
387,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,55,0.065,0.61
388,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,55,0.065,0.65
389,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,55,0.065,0.57775
390,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,55,0.065,0.704
391,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,55,0.065,0.388
392,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,56,0.065,0.72975
393,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,56,0.065,0.49362500000000004
394,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,56,0.065,0.61
395,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,56,0.065,0.65
396,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,56,0.065,0.57775
397,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,56,0.065,0.704
398,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,56,0.065,0.323
399,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,57,0.065,0.72975
400,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,57,0.065,0.49362500000000004
401,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,57,0.065,0.61
402,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,57,0.065,0.65
403,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,57,0.065,0.529
404,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,57,0.065,0.704
405,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,57,0.065,0.388
406,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,58,0.065,0.72975
407,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,58,0.065,0.49362500000000004
408,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,58,0.065,0.61
409,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,58,0.065,0.65
410,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,58,0.065,0.529
411,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,58,0.065,0.704
412,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,58,0.065,0.388
413,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,59,0.065,0.72975
414,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,59,0.065,0.49362500000000004
415,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,59,0.065,0.61
416,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,59,0.065,0.65
417,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,59,0.065,0.529
418,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,59,0.065,0.704
419,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,59,0.065,0.323
420,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,60,0.065,0.72975
421,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,60,0.065,0.453
422,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,60,0.065,0.65875
423,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,60,0.065,0.65
424,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,60,0.065,0.57775
425,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,60,0.065,0.704
426,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,60,0.065,0.388
427,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,61,0.065,0.72975
428,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,61,0.065,0.453
429,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,61,0.065,0.65875
430,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,61,0.065,0.65
431,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,61,0.065,0.57775
432,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,61,0.065,0.704
433,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,61,0.065,0.388
434,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,62,0.065,0.72975
435,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,62,0.065,0.453
436,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,62,0.065,0.65875
437,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,62,0.065,0.65
438,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,62,0.065,0.57775
439,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,62,0.065,0.704
440,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,62,0.065,0.323
441,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,63,0.065,0.72975
442,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,63,0.065,0.453
443,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,63,0.065,0.65875
444,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,63,0.065,0.65
445,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,63,0.065,0.529
446,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,63,0.065,0.704
447,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,63,0.065,0.388
448,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,64,0.065,0.72975
449,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,64,0.065,0.453
450,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,64,0.065,0.65875
451,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,64,0.065,0.65
452,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,64,0.065,0.529
453,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,64,0.065,0.704
454,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,64,0.065,0.388
455,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,65,0.065,0.72975
456,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,65,0.065,0.453
457,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,65,0.065,0.65875
458,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,65,0.065,0.65
459,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,65,0.065,0.529
460,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,65,0.065,0.704
461,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,65,0.065,0.323
462,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,66,0.065,0.72975
463,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,66,0.065,0.453
464,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,66,0.065,0.61
465,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,66,0.065,0.65
466,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,66,0.065,0.57775
467,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,66,0.065,0.704
468,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,66,0.065,0.388
469,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,67,0.065,0.72975
470,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,67,0.065,0.453
471,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,67,0.065,0.61
472,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,67,0.065,0.65
473,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,67,0.065,0.57775
474,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,67,0.065,0.704
475,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,67,0.065,0.388
476,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,68,0.065,0.72975
477,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,68,0.065,0.453
478,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,68,0.065,0.61
479,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,68,0.065,0.65
480,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,68,0.065,0.57775
481,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,68,0.065,0.704
482,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,68,0.065,0.323
483,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,69,0.065,0.72975
484,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,69,0.065,0.453
485,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,69,0.065,0.61
486,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,69,0.065,0.65
487,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,69,0.065,0.529
488,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,69,0.065,0.704
489,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,69,0.065,0.388
490,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,70,0.065,0.72975
491,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,70,0.065,0.453
492,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,70,0.065,0.61
493,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,70,0.065,0.65
494,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,70,0.065,0.529
495,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,70,0.065,0.704
496,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,70,0.065,0.388
497,0.0,0.0,0.447934224049332,0.552065775950668,"[2,5)",0.681,LAIV,71,0.065,0.72975
498,0.0,0.01,0.99,0.0,"[50,65)",0.453,BASE,71,0.065,0.453
499,0.0,0.0,0.48,0.52,"[5,9)",0.61,BASE,71,0.065,0.61
500,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,71,0.065,0.65
501,0.0,0.0,0.48,0.52,"[9,18)",0.529,BASE,71,0.065,0.529
502,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,71,0.065,0.704
503,0.0,0.01,0.97,0.02,"[18,50)",0.323,BASE,71,0.065,0.323
504,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,72,0.065,0.681
505,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,72,0.065,0.49362500000000004
506,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,72,0.065,0.65875
507,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,72,0.065,0.65
508,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,72,0.065,0.57775
509,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,72,0.065,0.704
510,0.0,0.19250000000000012,0.8074999999999999,0.0,"[18,50)",0.323,IIV ID,72,0.065,0.388
511,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,73,0.065,0.681
512,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,73,0.065,0.49362500000000004
513,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,73,0.065,0.65875
514,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,73,0.065,0.65
515,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,73,0.065,0.57775
516,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,73,0.065,0.704
517,0.0,0.0,0.8074999999999999,0.19250000000000012,"[18,50)",0.323,LAIV,73,0.065,0.388
518,0.0,0.0,0.48,0.52,"[2,5)",0.681,BASE,74,0.065,0.681
519,0.0,0.09147632311977716,0.9085236768802228,0.0,"[50,65)",0.453,IIV ID,74,0.065,0.49362500000000004
520,0.0,0.0,0.4444781783681215,0.5555218216318785,"[5,9)",0.61,LAIV,74,0.065,0.65875
521,0.33,0.0,0.67,0.0,"[65,106)",0.65,BASE,74,0.065,0.65
522,0.0,0.0,0.4394980527909995,0.5605019472090005,"[9,18)",0.529,LAIV,74,0.065,0.57775
523,0.0,0.0,0.704,0.0,"[0.5,2)",0.704,BASE,74,0.065,0.704
